developer,userscore,metascore,genres,rating,summary,publisher,title,release_date
Atlus,8.10,80,Action Adventure|Survival|,M,"Dark. Intense. Intoxicating. Our indecisive protagonist, Vincent, has been with his long-time girlfriend, Katherine, for five years. But instead of taking the next step into marriage, Vincent finds himself in an affair with the provocative blonde bombshell, Catherine! Thrown into discord by his own infidelity, he finds solace in the innocent Rin – further complicating matters. Adding to Vincent’s dilemma, he begins having nightmares that force him to climb for his life... Will he survive the trials and tribulations of love, or fall to temptations? ",Atlus,Catherine: Full Body,"Jul  7, 2020"
Deconstructeam,7.50,80,Adventure|Visual Novel|,M,"<span class=""blurb blurb_collapsed"">The Red Strings Club is a cyberpunk narrative experience about fate and happiness featuring the extensive use of pottery, bartending and impersonating people on the phone to take down a corporate conspiracy.<br/><br/>The professed altruistic corporation Supercontinent Ltd is on the verge of</span>",Devolver Digital,The Red Strings Club,"Mar 14, 2019"
Gust,8.40,80,Role-Playing|Japanese-Style|,T,"<span class=""blurb blurb_collapsed"">A mysterious story of a mysterious dream...<br/>One of the stories experienced throughout the Alchemist Sophie’s many adventures, as she continued her travels after leaving her hometown of Kirchen Bell.<br/>This is Sophie’s adventure as she searches for her friend Plachta in the dream world Erde</span>",Koei Tecmo Games,Atelier Sophie 2: The Alchemist of the Mysterious Dream,"Feb 25, 2022"
Cellar Door Games,8.00,80,Action|Platformer|2D|,E10+,"<span class=""blurb blurb_collapsed"">Each time you die, your child will succeed you. Every child is unique. One child might be colorblind, another might have tourettes-- they could even be a dwarf.<br/> <br/>That's OK, because no one is perfect, and you don't have to be perfect to win this game. But you do have to be pretty darn good</span>",Cellar Door Games,Rogue Legacy,"Nov  6, 2018"
4A Games,8.30,80,Miscellaneous|Compilation|,M,"<span class=""blurb blurb_collapsed"">In 2013 the world was devastated by an apocalyptic event, annihilating almost all mankind and turning the earth’s surface into a poisonous wasteland. A handful of survivors took refuge in the depths of the Moscow underground, and human civilization entered a new Dark Age.<br/> <br/>The year is</span>",Deep Silver,Metro Redux,"Feb 28, 2020"
Beenox,6.30,80,Racing|Arcade|Automobile|,E10+,"<span class=""blurb blurb_collapsed"">Crash is back in the driver’s seat. Get ready to go fur-throttle with Crash Team Racing Nitro-Fueled. It’s the authentic CTR experience plus a whole lot more, now fully-remastered and revved up to the max:<br/> <br/>• Start your engines with the original game modes, characters, tracks, power-ups,</span>",Activision,Crash Team Racing: Nitro-Fueled,"Jun 21, 2019"
Giant Squid,7.50,80,Adventure|3D|Third-Person|,E,"<span class=""blurb blurb_collapsed"">Discover a lush hidden world as you descend into the heart of the ocean, where ancient secrets lie forgotten and encounters with majestic creatures await.<br/> <br/>ABZU is an epic descent into the depths of the sea, where players will explore beautifully rendered ocean environments with fluid</span>",505 Games,ABZU,"Nov 29, 2018"
Dead Mage,8.20,80,Role-Playing|Adventure|General|Action RPG|,T,"Nice pixelated graphics, if you love the messenger, dead cell & hyperlight drifter then by all means buy this game. Great on switch. Won't regret your purchase.",11 bit studios,Children of Morta,"Nov 20, 2019"
WayForward,7.40,80,Action|General|,E,"By blasting subatomic foes with your Vitamin Beam, utilizing a special claw tool, and navigating maze-like stages, you'll save the members of the Sable family - including the dog! - from a variety of hazardous and increasingly wacky predicaments. Each level also includes sub-games featuring rhythm challenges, Pong-like reflex tests, and more.",Limited Run Games,Vitamin Connection,"Jan 17, 2020"
Nintendo,8.20,80,Puzzle|General|,E,"Cut paper characters into new shapes to solve dynamic puzzles and play activities in a wonderfully creative and imaginative world. Work together with friends to cut paper characters into new shapes and solve puzzles – Communicate and cooperate (or not) and move the paper characters on the screen. Get creative and cut shapes out of each other to interact with the environment, move objects, and solve puzzles.",Nintendo,"Snipperclips - Cut it out, together!","Mar  3, 2017"
Capcom,8.70,80,Action Adventure|Survival|,M,"Six years after the destruction of Raccoon City, Leon Kennedy, now an agent with the US Secret Service, is sent on a rescue mission in Europe. His target is Ashley Graham, the president's daughter. Leon locates a man in a remote house in the mountains and inquires about Ashley's whereabouts, but receives no answer. Suddenly, the man turns and attempts to strike Leon! Visions of the horror of Raccoon City flood Leon's mind as he realizes his nightmare has not yet ended.",Capcom,Resident Evil 4,"May 21, 2019"
Zen Studios,8.00,80,Action|Pinball|,None,None,Zen Studios,Pinball FX3: Bethesda Pinball,"Apr  4, 2018"
"Frozenbyte, Inc.",7.80,80,Action|Platformer|2D|,E10+,"The Trine series returns to the magic of 2.5D with Trine 4: The Nightmare Prince! The three heroes of the best-selling adventure series are back, sent on a quest to retrieve the troubled young Prince Selius. Amadeus the Wizard, Pontius the Knight, and Zoya the Thief are joined together once again on a thrilling quest through fantastical fairytale landscapes teeming with danger.   Prince Selius suffers from intensely dark dreams and, due to his magical talents, monstrous nightmares are able to slip into reality and wreak havoc on the waking world. Amadeus, Pontius, and Zoya must find the afflicted prince and resolve the desperate situation before the world is engulfed by the Nightmare Prince's shadows.",Modus Games,Trine 4: The Nightmare Prince,"Oct  8, 2019"
Ubisoft,8.10,80,Miscellaneous|Compilation|,M,"Become the most feared pirate in the Caribbean in Assassin’s Creed IV Black Flag. Take part in an award-winning naval experience and explore a massive open world. Become the ultimate assassin hunter in Assassin’s Creed® Rogue, and play as a Templar for the first time in franchise history. Experience enhanced features like Handheld Mode, HD Rumble, Touch Screen Interface, and Motion Control Aiming.",Ubisoft,Assassin's Creed: The Rebel Collection,"Dec  6, 2019"
Nigoro,7.50,80,Miscellaneous|Compilation|,T,"<span class=""blurb blurb_collapsed""> LA-MULANA 1 - Your destiny awaits in La-Mulana! Take control of archaeologist Lemeza Kosugi and navigate through puzzles, traps, and deadly Guardians in order to claim the Secret Treasure of Life.<br/>You'll need sharp wits, quick reflexes, and most importantly, all the courage you can muster.</span>",NIS America,La-Mulana 1 & 2: Hidden Treasures Edition,"Mar 17, 2020"
Metanet Software Inc.,7.70,80,Action|Platformer|2D|,E10+,"THIS GAME IS A MASTERPIECE. It literally defines the definition of an indie platformer- with minimalistic graphics and stunning yet basic color schemes. Plus there is around 4000 levels- i think, i rounded it up- and the multiplayer function is SEAMLESS, and i love it.",Metanet Software Inc.,N++,"May 24, 2018"
Edelweiss,8.40,80,Role-Playing|Action RPG|,T,"Sakuna: Of Rice and Ruin combines side-scrolling action with deep crafting and farming simulation. Players take on the role of Sakuna, a spoiled harvest goddess banished to a dangerous island with a group of outcast humans. As she explores the beautiful, forbidding environments of the island, she will also find a home in a mountain village, proving herself worthy of her title by harvesting rice and bettering the lives of humans. In addition to being a fresh take on Japanese mythology and a love letter to action games, Sakuna: Of Rice and Ruin is an ode to rice and an engrossing simulation of the craft behind the agriculture.",XSEED Games,Sakuna: Of Rice and Ruin,"Nov 10, 2020"
NExT Studios,7.40,80,Role-Playing|Roguelike|,None,Very fun and imaginative game. Each run feels different after unlocking more weapons. There is a lot of variety and the game keeps suprising,NExT Studios,Crown Trick,"Oct 16, 2020"
Stoic,7.90,80,Strategy|Turn-Based|Tactics|,T,"The Banner Saga is an epic role-playing game inspired by Viking legend. Hand-painted landscapes portray a world eerily suspended in perpetual twilight. Cities and towns begin to crumble into chaos. Heroes abandon their hearths and homes to traverse the snowy countryside, gaining allies along",Stoic,The Banner Saga 1,"May 17, 2018"
Game Freak,4.30,80,Role-Playing|Trainer|,E,"A new generation of Pokémon has come to the Nintendo Switch system. Become a Pokémon Trainer, embark on a new journey in the new Galar region, and unravel the mystery behind the Legendary Pokémon Zacian and Zamazenta! Explore the Wild Area, a vast expanse of land where the player can freely",Nintendo,Pokemon Sword / Shield Dual Pack,"Nov 15, 2019"
Nintendo,7.00,80,Action|Platformer|2D|,E,"Join Mario, Luigi, and pals for single-player or multiplayer fun anytime, anywhere. Take on two family-friendly, side-scrolling adventures with up to three friends* as you try to save the Mushroom Kingdom. Includes the New Super Mario Bros. U and harder, faster New Super Luigi U games—both of which include Nabbit and Toadette as playable characters. Two games in one. Simple, straightforward controls, new playable characters optimized for younger and less-experienced players, and a wealth of bonus content—like a Hints gallery and helpful reference videos**—make this a perfect choice for anyone looking to introduce their family to the wonderful world of Mario. All a player needs is one Joy-Con controller, so two people can team up right out of the box! Tackle 164 platforming courses in the two main game modes and enjoy extra replayability with three additional game modes in which you can also play as a Mii character: Challenges, Boost Rush, and Coin Battle.",Nintendo,New Super Mario Bros. U Deluxe,"Jan 11, 2019"
Monolith Soft,8.60,80,Role-Playing|Action RPG|,T,"Guide a group of legendary warriors on a journey through the tragic history that doomed a kingdom and drove a hero down a dark path 500 years before the events of the Xenoblade Chronicles 2 game. Defend yourself from Malos and his forces using all the fury of this refined battle system, allowing you to fight as both the artificial lifeforms known as Blades and their masters, the Drivers.",Nintendo,Xenoblade Chronicles 2: Torna ~ The Golden Country,"Sep 14, 2018"
Level 5,7.90,80,Role-Playing|Japanese-Style|,T,"<span class=""blurb blurb_collapsed"">really fun game the battle system is pretty much the same as the one from Yokai watch 4, it's just so much fun.<br/> <br/>i already owned this on</span>",Bandai Namco Games,Ni no Kuni II: Revenant Kingdom - Prince's Edition,"Sep 17, 2021"
