release_date,developer,publisher,userscore,rating,summary,metascore,genres,title
"Sep  2, 2014",FuturLab,FuturLab,7.0,E10+,"A well rounded, well designed shooter/platformer. It seamlessly integrates the mechanics in a way that encourages you to perfect your gameplay. The reviewer accusing the game if ""hand holding"" obviously hasn't played very far in to the game. It only explains things the first time you encounter a new mechanic. I don't know what they expect, it's pretty stupid not to expect a game to have some kind of tutorial. The art is great, the music is perfect and it's just an all around great game. Plus it's free if you have PS+. Anyone giving negative reviews just doesn't get good gaming.",86,Action|General|Shooter|Scrolling|Shoot-'Em-Up|Top-Down|Vertical|,Velocity 2X
"Dec 13, 2016","Sickhead Games, LLC",Chucklefish,8.0,E10+,"You've inherited your grandfather's old farm plot in Stardew Valley. Armed with hand-me-down tools and a few coins, you set out to begin your new life. Can you learn to live off the land and turn these overgrown fields into a thriving home? It won't be easy. Ever since Joja Corporation came to town, the old ways of life have all but disappeared. The community center, once the town's most vibrant hub of activity, now lies in shambles. But the valley seems full of opportunity. With a little dedication, you might just be the one to restore Stardew Valley to greatness.",86,Role-Playing|General|,Stardew Valley
"Apr 19, 2016",A Crowd of Monsters,A Crowd of Monsters,5.9,None,"Blues and Bullets is a noir adventure set in the ’20s, in a fictional American city called Santa Esperanza. A place where Eliot Ness, the former leader of the legendary Untouchables, wished to spend the rest of his days working in his diner after jailing Al Capone, not dwelling too much on the cesspit of corruption his city had degenerated into. [A Crowd of Monsters]",86,Action Adventure|General|,Blues and Bullets - Episode 1: The End of Peace
"Feb  8, 2022",roll7,Private Division,7.5,E10+,"OlliOlli World is a bold new skateboarding action-platformer that’s bursting with personality. Flip and flow through the vivid and vibrant world of Radlandia, meeting colorful characters as you grind, trick, and air your way to discover the mystical skate gods on your quest for Gnarvana.",86,Action|Platformer|2D|,OlliOlli World
"Jul  6, 2020",Codemasters,Codemasters,7.8,None,"For the first time, players can create their own F1® team by creating a driver, then choosing a sponsor, an engine supplier, hiring a teammate and competing as the 11th team on the grid. Build facilities, develop the team over time and drive to the top. Customise your 10-year career mode,",86,Racing|Simulation|Automobile|,F1 2020
"Jul 12, 2019",Omega Force,Square Enix,7.6,E10+,"DRAGON QUEST BUILDERS 2 is a block-building role-playing game with a charming single player campaign and a robust multiplayer building mode that supports up to four players online. Create your customized character, team-up with your fearless friend Malroth, gather the skills required to become a full-fledged builder, and combat the Children of Hargon, a vile cult that worships destruction. Then, take your builder online and join your friends to collaborate and create something truly magnificent. Don’t let the name fool you, despite the 2, this is a completely standalone experience featuring new characters, an expansive world, unlimited building combinations, and a storyline that promises to satisfy longtime fans and newcomers alike. [Square Enix]",86,Role-Playing|General|Action Adventure|Sandbox|,Dragon Quest Builders 2
"Feb 19, 2019",5pb,Spike Chunsoft,7.6,M,"STEINS;GATE ELITE is a remastered title with animated scenes from the anime, creating a brand-new, immersive experience. Follow a group of young, tech-savvy Lab Members who discover the means of changing the past by using e-mail and a modified microwave. Their experiment to push the boundaries of time spirals out of control as they become entangled in a conspiracy surrounding SERN, the organization behind the Large Hadron Collider, and John Titor, who claims to be from a dystopian future. ",86,Action|Adventure|General|Visual Novel|,Steins;Gate Elite
"Aug 22, 2017",Ron Gilbert and Gary Winnick,Terrible Toybox,7.6,T,"<span class=""blurb blurb_collapsed"">Great and challenging point and click adventure with great dialogues and an interesting ending.<br/>My only negative point is that some riddles</span>",86,Adventure|Point-and-Click|,Thimbleweed Park
"Sep 20, 2019",Level 5,Bandai Namco Games,8.2,E10+,Ni no Kuni: Wrath of the White Witch Remastered = Journey back to the other world in Ni no Kuni: Wrath of the White Witch. LEVEL-5's classic tale returns better than ever. Join Oliver as he embarks on an adventure through a world inhabited by new friends and ferocious foes alike in the hopes,86,Role-Playing|Japanese-Style|,Ni no Kuni: Wrath of the White Witch Remastered
"Jun  7, 2016",Arc System Works,Aksys Games,8.0,T,Best fighting game in the market  so far. BUY IT NOW !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,86,Action|Fighting|2D|,Guilty Gear Xrd -REVELATOR-
"Feb  9, 2016",Techland,Warner Bros. Interactive Entertainment,8.4,M,"Enjoy the definitive Dying Light experience with the new Legend system, improved visuals, significant gameplay enhancements, and more. This package comes with all the available bonus content, including Dying Light: The Following – a story-based expansion that brings mysterious characters, deadly new weapons, unexpected quests, and fully customizable and drivable dirt buggies. [Techland]",86,Action Adventure|Survival|,Dying Light: The Following - Enhanced Edition
"Jul 11, 2017",Square Enix,Square Enix,8.4,T,"Enter an era of war within the world of Ivalice. The small kingdom of Dalmasca, conquered by the Archadian Empire, is left in ruin and uncertainty. Princess Ashe, the one and only heir to the throne, devotes herself to the resistance to liberate her country. Vaan, a young man who lost his",86,Role-Playing|Japanese-Style|,Final Fantasy XII: The Zodiac Age
"Mar 30, 2021",ZA/UM,ZA/UM,8.0,M,"Disco Elysium is about a detective who wakes up in a rundown coastal district with a banging headache and only a few dregs of memory left. You set out to discover what happened to him inside the unique world we have created. We’ve thrown together disco music, early motor carriages, and post-revolutionary angst for our setting, and brought it all to life with actual oil paintings.",86,Role-Playing|General|Western-Style|,Disco Elysium: The Final Cut
"Apr 30, 2019",1C Entertainment,1C Entertainment,6.7,T,I am absolutely astonished at the quality of this game while simultaneously hearing nothing about this game. FF tactics is one of my favorite,86,Strategy|Turn-Based|General|Tactics|,Fell Seal: Arbiter's Mark
"Aug 15, 2017",SegaSoft,SegaSoft,8.0,E,"Experience the ultimate celebration of past and future in Sonic Mania, an all-new 2D Sonic adventure running at a crisp 60FPS with stunning HD retro-style graphics. Multiple playable characters give you the ability to go explosively fast as Sonic, soar as Tails, or power through tough obstacles with Knuckles’ brute strength. You can re-live the Sonic of the past with an exciting new twist on classic zones while fighting against new bosses and Dr. Eggman’s evil robot army. Go head to-head with players in Competition Mode or play in Co-Op Mode with a friend. [Playstation.com]",86,Action|Platformer|2D|,Sonic Mania
"Mar 26, 2019",Sony Interactive Entertainment,Sony Interactive Entertainment,7.5,E,"MLB® The Show 19 brings you the best of baseball. Experience the ultimate duel: the 1v1 battle between hitter and pitcher to see who reigns supreme. Whether it be home runs, quick experiences, playing as legends, a full RPG experience or stiff Player vs Player competition; MLBTS 19 provides the perfect combination of authentic baseball experience mixed with video game fun.",86,Sports|Team|Baseball|Sim|,MLB The Show 19
"Jan 24, 2017",Capcom,Capcom,8.1,M,"While Resident Evil 7 draws from the series’ roots of atmospheric survival horror, it also delivers a new level of terror. In the Resident Evil games of yesteryear, players braced for fear in the first-person via the creepy door-opening scenes, and Resident Evil 7 ramps up that tension with an immersive first-person view and a photorealistic graphical style. Capcom is able to achieve a higher degree of visual fidelity thanks to the new proprietary in-house RE Engine that includes VR oriented tools. With the RE Engine plus industry leading audio and visual technologies, you experience every abhorrent detail up close and personal in Resident Evil 7. Playing the game in the PlayStation VR Mode escalates the unsettling feeling of presence to a level that horror fans have never experienced. The full gameplay experience is available in the included PlayStation VR Mode from beginning to end. No Resident Evil you’ve ever survived could prepare you for this. [Capcom]",86,Action Adventure|Survival|,Resident Evil 7: biohazard
