summary,release_date,publisher,metascore,title,genres,userscore,developer,rating
"Medieval II: Total War Kingdoms is the official expansion to Medieval II: Total War, presenting players with all-new territories to explore, troops to command, and enemies to conquer. Kingdoms features four new entire campaigns centered on expanded maps of the British Isles, Teutonic Northern Europe, the Middle East, and the Americas. In Medieval II, players were only given a glimpse of South America, but in Kingdoms, vast tracts of land in both North and South America have been opened up for players to conquer. All-new factions from the New World are also now fully playable, including the Aztecs, Apaches, and Mayans. Along with the new maps in the Britannia, Teutonic, Crusades, and New World Campaigns, there are 13 new factions to play, over 110 units to control, and 50 building types, adding up to 80 hours of new gameplay. Kingdoms also offers new multiplayer maps and hotseat multiplayer, a first for the Total War series, allowing players to play one-versus-one campaign games on the same computer. [Sega]","Aug 28, 2007",Sega,85,Medieval II: Total War Kingdoms,Strategy|Real-Time|Historic|General|,8.8,Creative Assembly,T
"This game beautifully blends multiple genres and tones and manages to keep surprising me as a player, I loved the puzzles, the exploration,","Apr  5, 2019",Supra Games,85,Supraland,Action|Action Adventure|Platformer|Open-World|None|,8.8,Supra Games,None
"A simulation game where the traditional fantasy of ""owning it all"" is taken to the next level. Plan, invest, build, demolish, and bankrupt your opponents in a real time 3D environment. Construct a fabulous upscale apartment building on Park Place or start a department store chain on Baltic or Mediterranean. It's all about money ? and making more of it than your opponents.  [Infogrames]","Sep 24, 2001",Atari,85,Monopoly Tycoon,Strategy|Miscellaneous|Tycoon|Management|Tycoon|Board / Card Game|Business / Tycoon|,7.7,Deep Red,E
"On the eve of triumph, disaster strikes! The pieces of the Staff of Origination have been recovered, but now they’ve fallen into the wrong hands! Now you’ll have to return to the hallowed headquarters of the League of Explorers itself and recover the staff from the vile grip of evil! Beware","Dec 10, 2015",Blizzard Entertainment,85,Hearthstone: Heroes of Warcraft - League of Explorers,Strategy|Turn-Based|Card Battle|,5.5,Blizzard Entertainment,None
"<span class=""blurb blurb_collapsed"">I played all DMC games before, I loved them all, personally I loved most first and third.<br/>At first I was very angry about reboot. Turned</span>","Jan 24, 2013",Capcom,85,DmC: Devil May Cry,Action|General|Action Adventure|Fantasy|General|Fantasy|Linear|,7.0,Ninja Theory,M
"The 10 its just to balance the ""0"" put by a trol bombing review. The game is a solid 8. The story is ok (i played the first version on switch) and this version fixed all the problems that the original got, improve graphics and as a building game is fantastic. If you like minecraft and games like that you should try this one, it wouldnt dissapoint you.","Dec 10, 2019",Square Enix,85,Dragon Quest Builders 2,Action Adventure|Sandbox|,7.1,Omega Force,E10+
"A team of heroes from around the world must UNITE to protect the earth from vicious alien invaders! This band of 100 Wonderful Ones works together using their fantastic abilities to create a variety of forms. Whether it be a giant fist or a sharp blade, they'll use their wits and power to","May 19, 2020",PlatinumGames,85,The Wonderful 101: Remastered,Action|General|,6.2,PlatinumGames,T
"Doom, but if it was a platformer. This is how I can describe the whole game. I'm not a lover of platformer games, but this game gave me only","May 20, 2019",Kongregate,85,Hell is Other Demons,Action|Shooter|Shoot-'Em-Up|Top-Down|,8.2,Cuddle Monster Games,None
"<span class=""blurb blurb_collapsed"">Embark on Adventure!<br/><br/>Join Gail, a simple villager, who must heed the call for adventure when a great star ship appears in the night sky and abducts all the adults. As the new oldest member of her fragmented community, she must set out to solve this great mystery. Little does she know of the</span>","Jan 21, 2021",Cape Cosmic,85,Phoenotopia: Awakening,Action Adventure|General|Open-World|,tbd,Cape Cosmic,E10+
"<span class=""blurb blurb_collapsed"">Roche Fusion is a fast paced, crazy, over the top, space shoot-em-up with procedurally generated gameplay.<br/>School ERP System ERP System for</span>","Jan 23, 2015",amulware,85,Roche Fusion,Action|General|Shooter|Shoot-'Em-Up|Vertical|,8.4,amulware,E
"<span class=""blurb blurb_collapsed"">""Only the possibility of you can change our fate."" <br/><br/>A long-awaited new story in The World Ends with You series has finally arrived!

Rindo comes to the grim realization that his life is on the line when he is forced to compete in the so-called ""Reapers' Game.""

There's no telling how this</span>","Sep 28, 2021",Square Enix,85,NEO: The World Ends with You,Role-Playing|Action RPG|,6.5,Square Enix,T
"Ready, aim... bounce! Clear the orange pegs from 55 fanciful levels as 10 whimsical teachers guide you toward Peggle greatness. Wield mystifying Magic Powers, rack up huge bonus points and make shots you'll smile about for weeks. Amidst all this fevered action, only one question remains: Can you become a Peggle Master? [PopCap Games]","Mar  6, 2007",PopCap,85,Peggle Deluxe,Miscellaneous|Puzzle|Action|Puzzle|Puzzle|Action|,7.9,PopCap,E
"If you're looking for an oldschool, turn-based JRPG with a strong story, great writing, and wonderful music, you will love Trails in the Sky.","Jul 29, 2014",XSEED Games,85,The Legend of Heroes: Trails in the Sky,Role-Playing|Console-style RPG|Japanese-Style|,8.6,Falcom,None
"I love this game. The artstyle is charming, the characters are interesting, the minigames are individual. The story is crazy, with jokes you would never think about. Just play it. It's free.","Sep 24, 2020",Terrible Posture Games,85,3 out of 10: Season One,Adventure|General|,7.3,Terrible Posture Games,None
"Since its debut in 1994, the KOF fighting game series has been driving the world to excitement with its appealing characters and unique game system. Six years have passed since the last title in the series, and now KOF XV surpasses all of its predecessors in terms of graphics, systems, and","Feb 17, 2022",SNK Corporation,85,The King of Fighters XV,Action|Fighting|2D|,6.4,SNK Corporation,None
"Shovel Knight is a sweeping classic action adventure game with memorable characters and an 8-bit retro aesthetic created by Yacht Club Games. You play as the eponymous Shovel Knight, a small knight with a huge quest. Shovel Knight has come to this valley with two goals: to defeat the evil Enchantress and save his lost beloved. He wields a ShovelBlade; a multipurpose weapon whose techniques have now been lost to the ages. Always honest and helpful, Shovel Knight is a shining example of the code of Shovelry: Slash Mercilessly and Dig Tirelessly. However, between Shovel Knight and his beloved stands a cadre of villainous knights. These terrible foes, known as The Order of No Quarter, have been dispatched to prevent Shovel Knight from reaching the Enchantress at any cost.","Jun 26, 2014",Yacht Club Games,85,Shovel Knight,Platformer|2D|Action|Platformer|2D|,8.0,Yacht Club Games,E
"(Also known as ""Fahrenheit"")  New York, January 2009. For no apparent reason, ordinary people are killing total strangers in public places. Although there is no link between the murderers, they all seem to respect exactly the same ritual and pattern. Lucas Kane becomes another of these murderers when he kills a stranger in the men's room of a restaurant. Haunted by strange visions, he must keep one step ahead of the police to find out what is happening to him. Inspector Carla Valenti and her teammate agent Tyler Miles are in charge of the investigation. A series of disturbing clues projects them into a world they had never even dreamed of. Meanwhile, the early onset of winter paralyses Manhattan in an unbearable fury of cold and snow. Each day the temperature drops, as a coat of brilliant white snow is drawn over the dark streets of New York. One thing is sure : The final countdown has already begun. Indigo Prophecy creates a new breed of interactive entertainment, merging cinema and interactivity. A spectacular real-time 3D adventure with state-of-the-art camera direction and multi-path scenario. Play different protagonists in this epic quest and make the story progress depending on YOUR decisions. Control different characters in an awe-inspiring paranormal thriller, discern the dark secrets behind mysterious serial killings, understand why the city is brought to a standstill by snow and dropping temperatures, Play the hunter and the fugitive : explore, interact, fight and confront by all means dark forces during your journey. After Indigo Prophecy, the world just can't be the same place again. [Quantic Dream]","Sep 20, 2005",Atari,85,Indigo Prophecy,Adventure|3D|Modern|Third-Person|Modern|,8.3,Quantic Dream,M
